comment;
MEU CELULAR É UM A10 E NÃO TEM QUE COISA HORRÍVEL UM J1 MINI CONSEGUE TER E O MEU NÃO E DEPOIS NÃO SABEM O PORQUE NOS TROCAMOS PARA IPHONE;
Meu celular é um J5 e a ferramenta diz que não está disponível nesse dispositivo[.];
meu celular é um j7 e não tá funcionando arrumem isso �;
meu celular estar em português como assim não tem ?;
"Meu celular já vinha com a assistente, de repente ela sumiu e eu instalei o app, ele não entra, meu celular trava e não entra no app[.]";
Meu celular nao aceita o aplicativo;
Meu celular não funciona esse aplicativo�������;
"Meu celular não tem o idioma portugues brazil,ele apenas tem o portugues portugal[.]";
Meu celular tem android 8.1.0(a versão minima para usar o assistente é 5.0) e mesmo assim não pega no meu celular Modelo : Samsung J7 Prime;
Meu celular tem todos os recursos necessários para ter o Google assistente e não funciona Estou decepcionado;
Meu celular tem tudo certo do jeito que o google quer Mais diz o app nao esta disponivel no seu celular Por favor fasa com que ele fucione no moto C Por Favor;
Meu dispositivo não e compatível :(;
Meu dispositivo tem tudo que app pediu e nao adianta em nada ja fiz di tudo o app nao vai;
Meu google assistente eu falei e fis passo a passo e n sai do voice match so aparece diga ok google e n sai da tela meu celular e um k 9 favor aos desenvolvedores consertarem isso !!;
"Meu Google assistente funcionava agora você abre o aplicativo e aparece escrito que não está disponível nesse aplicativo, porque? Por favor me ajudem sempre usei";
Meu Google assistente não abre;
Meu Google Assistente não está funcionando;
"Meu Google Assistente não responde meus comando,eu falo ok Google ou hey Google e nada acontece";
"Meu Google assistente não responde, e não responde muitos por aí também";
Meu google assistente parou de funcionar de uma hora para outra preciso muito dele convertem isso por favor;
Meu google assistente simplesmente não quer mais funcionar;
meu google assistente teve a ultima atualização em março de 2018[.];
meu lgk10 lite tem tudo pra pegar ‘‘mas’ ’ n pega[.];
meu moto one não deixa o assistente habilitado;
Meu ok Google não está pegando podem me ajudar nisso??;
Meu telefone depois que instalei isso cortou o sinal wi-fi[.];
"Meu telefone é o Xiaomi Redmi Note 8 e infelizmente a disponibilidade de usar o Google Voice ainda n funciona no meu celular, está bloqueado dizendo que não está disponível no meu idioma ☹️";
meu telefone e um lg k9 e o app n esta disponivel p ele;
"Meu telefone tem capacidade de rodar, ‘‘mas’ ’ não otimizam pra ele suportar[.]";
"Meu telefone tem todos os requisitos, ‘porem’ quando abre o app aparece que ele está indisponivel em meu celular[.]";
"Meus dispositivo não pega , o dever desses apps era pegar em qualquer celular";
Minha conta do LG ThinQ parece não conseguir se conectar ao Google Assistant[.];
"Minha experiência foi horrível , no começo pegava normal e eu nem precisei baixar o app até porque o meu telefone já possuía [.]";
Minha Google n tá mais funcionando;
Minha Reclamação: Nem Mesmo Atualizando o Google esse App Funciona e Tambem tem a audácia de Não Funcionar e Exigir Uma Coisa que meu celular Não pode Conseguir �;
minha rotina bom dia parou de funcionar;
Minha versão do Android é 5.1.1 e o app não abre no meu dispositivo!;
Mo difícil conseguir entrar no Google assistente;
Moto G5 não e compatível;
"Motorola one vizion 1 semana de uso e o voice match não para ativado, ativa e antes de tirar o dedo do botão ele desativa novamente!!!! ‘se não’ resolver vou processar o Google, pois vc compra um aparelho lançamento de R$2.000.00 e não funciona corretamente!";
"Mudei a linguagem do meu telemóvel para português de Portugal e desde então os comandos de voz não funcionam, apesar de já ter feito o que fiz nas faqs da Google[.]";
"muita burocracia, so pega no celular q quer Mta frescura";
Muitas interrupções;
"Muitas vezes não reconhece direito a voz, não entende o que falo";
"Muitas vezes não sabe diferenciar perguntas, pedidos e afirmações[.]";
Muitas vezes nem ativa o microfone para capturar;
Muito bom ‘‘mas’ ’ quando falo ok Google ele não me responde;
Muito bom apenas um erro não é toda hora que reconhece á voz;
Muito bom mais n abre os apps do meu celular samsungue m20 quando instalei abria mais agora nao como resolvo isso;
muito bom so que ele nao ta reconhecendo quando digo ok Google;
"Muito bom, apesar de reconhecer poucas coisas e demorar um pouco pra reconhecer";
"Muito bom, só não gostei que após a atualização de janeiro as rotinas não podem ser executadas com a tela bloqueada";
"muito bom, uso no celular, quero o home funcionando assim tbm";
"muito bug fica tudo branco, não dá pra fazer nada,";
"Muito chateado, nao funciona";
Muito esquisito;
Muito Horrível ! Não ajuda em nada! Péssimo[.][.][.][.];
Muito horrível[.];
Muito indignado;
muito legal única coisa paia é que não da pra por nela;
"MUITO LEGAL,SÓ QUE TEM VEZES QUE ELE NÃO ENTENDE O QUE AGENTE FALA E TAMBÉM TEM VEZES QUE AGENTE FALA UMA COISA ELE RESPONDE OUTRA COISA NADA AVER FORA ISSO, E BEM LEGAL";
Muito leigo ainda[.];
Muito ruim;
Muito ruim;
Muito ruim;
Muito ruim depois de um tempo ela meche no seu celular sozinha e abaixa o som e muito mais coisas rui;
Muito ruim esse app ele paresçe estar surdo mesmo eu tendo ativado todas as definições precisas ele não me responde eu vou lá como um trouxa e redefinir modelo de voz pronto saio dali ok Google ele me ajuda um vez e nunca mais [.];
Muito ruim gosto quando Google falar como jente;
Muito ruim instalei fui abrir é diz que não funciona no meu dispositivo e precisa de multas coisinhas;
muito ruim isso=(;
Muito ruim mesmo;
Muito ruim não abaixem é ruim Ele diz que não é compatível;
Muito ruim não consegui baixar por motivos de falha;
Muito ruim não consigo abrir;
muito ruim não consigo entrar está doendo que não está disponível e eu sou abrigada a fechar esse aplicativo não recomendo isso é perca de tempooo;
Muito ruim não consigo entrar não é a minha Internet e um tal de cokies �;
Muito ruim não serve para nada;
Muito ruim no meu celular não pega;
Muito sensivel;
Muitos bugs;
N ABRE MAIS N MEU CELULAR DEPOIS QUE ELE ATUALIZOU N SEI PORQUE RESOLVAM ESSE PROBLEMA;
"N consigo entrar no app,por isso vai 2 estrelas";
"N consigo usar o comando de voz no meu celular, note 8 xiaomi, ele simplesmente diz que não tem suporte,";
n da no meu nougat;
Ñ é para o K10 2016 então pra que existe����;
"N esta funcionando no meu dispositivo, o sistema operacional dele e o Android 5.1";
"Ñ estou ‘‘mas’ ’ conseguindo assersar o google assitente quero,que de um jeito se ñ sou uma nota menor,por favor[.]";
Ñ funciona mais parou do nada!;
N funciona no meu Xperia z2;
N gostei é muito dificil entrar tentei tentei ‘‘mas’ ’ n consigui então desistalei �;
Ñ gostei muito mais até que ajuda bastante;
"n gostei, no começo era tudo bom,depois ele não reconhece minha voz! já desinstalei é baixei de novo msm assim n funciona";
N que entra horrível;
Ñ tem como no meu cll Eu baixo mais não consigo entrar[.];
"Na hora de configurar o voice match, ele não faz nada, pede para vc dizer ok Google e não sai disso";
Na hora que agente coloqua no Google ele não entra fica dizendo que precisa de itens para o Google fucionar���;
Na hora que eu abaixei Não funcionou então Desinstalei ��������;
"na maior parte das vezes nao responde com voz,…";
Na verdade nem mesmo consigo acessar o menu de rotinas!;
não abre;
Não abre fala que precisa de mais itens;
Não abre mais a nota musical que reconhece uma música tocando;
nao abre nao funciona nao da pra fazer nada perdi meu assistente ajuda ae ne;
nao abre no meu celular e meu celular está dentro de todos os requisitos;
Não abre o aplicativo;
Não abre o app Android 9 one da Motorola até ontem funcionava help;
"Nao abre o app do whatsapp e nao faz algumas tarefas do tipo, fazer ligacao, mandar msg, despertar[.]";
"nao abre o que peço, peço pra abrir musicas do youtube ele vai pro radio, msm eu falando e escrevendo";
Não abriu por isso desinstalei;
Não aceita o comando de parar as notícias;
NÃO ACREDITO QUE O GOOGLE FEZ ISSO É A PIOR COISA QUE ELE FEZ;
Nao acredito que seja o celular ja que ele é novo e o Android é 9.0;
Não atende ao chamar ok Google no xiaomi redmi note 8;
"Não atende, em português, comandos em Automação Residencial como Acender luz da sala e etc[.]";
Não ativa com a tela do aparelho bloqueada e nem executa comandos em modo off-line (O Google está fora de alcance)[.];
Não ativa mais no j7 neo o ok google não tá mais ativando e diz que no meu celular não está disponível o app;
Não ativa no celular J8 diz que não há permissão[.];
"não ativa por comando de voz , mandei feedback pra Google";
não atualiza o idioma em português para celular sharp Z2;
"não avisa quando chega na conclusão da tarefa! tipo peço pra me lhembrar de tomar um remédio ele entende tudo, hora, data,";
nao baixem ele vai te irritar muito ruim dessinstalei e ficou pedindo para ativar nao recomendo;
Não calibra a voz;
nao capta minha voz;
Não compatível com o sansumg a30 androide 9 kkkkk lixo isso;
"Não completa ligações para os números salvos, envia mensagens para outros números, tem muito o que melhorar para voltar a utilizá-lo...";
"Não compreendi, eu sempre tive o Google Assistente no meu Galaxy S10plus, hoje precisei usar, não consegui, instalei essa aplicação e veio a mensagem O assistente Google, não está disponível nesse dispositivo";
"Não consegue fazer chamadas Não consegue desbloquear o aparelho Não consegue enviar mensagem Finalmente, serve pra nada, muito instável nem sempre atende a voz e tampouco funciona as funções básicas";
não consegui acessar eu preciso de uma explicação;
Nao consegui acessar o aplicativo;
não consegui ativa-lo na minha última viagem;
Não consegui configurar o ok Google para entrar no aplicativo;
Não consegui instalar né meu telefone;
Não consegui outra solução ‘se não’ desabilitar a função que pra mim era indispensável no dia a dia[.];
Nao consegui usar a opção de voz o (ok google) a opção de voice match nao habikita;
"Não consegui usar disse que este dispositivo não compatível gostaria muito de usar ,";
Não consigo abrir e falar é uma grande mer[.][.][.]������;
Não Consigo Abrir O App Diz Que Não E Disponível Para O Meu Android Sendo Que E A Última Versão;
Não consigo acessar;
"Não consigo acessar ele, sendo que meu dispositivo está tudo de acordo[.]";
Não consigo acessar no meu diz que tem que ser do Android 5 pra cima e o meu é um Android 6;
"Não consigo acessar o google assistente, fala que não esta disponível para meu celular, Android 5.1.1 eu estalei e não consegui usar";
"Não consigo acessar o Google Assistente,diz que meu celular não está compatível���";
Não consigo acessar o ok google no meu smartphone;
Não consigo acessar sem ter que abaixar outros app um lixo não abaixam;
"não consigo acessar,alegam que meu dispositivo é incompatível";
nao consigo acionar um alarme usando o google assistente;
Não consigo ativar a opção de desbloquear com voice match no meu celular alguém tbm não consegue;
Nao consigo ativar a opção do assistente com a tela desligada;
Não consigo ativar meu google match[.][.][.];
Não consigo ativar o assistente Google por voz[.];
Não consigo ativar o Assistente para falar a temperatura e tarefas assim que o alarme é dispensado!;
Não consigo ativar o assistente por meio da voz com aparelho bloqueado espero que vocês corrijam isso eu ficaria grato;
"Nao consigo ativar o comanfo de voz ,ele pede prs confirmar minha senha e mesni depois de confirmar varias vezes o bloqueio de tela continua pedindo";
"Não consigo ativar o Google assistente :( Eu gravo a minha voz tudo certinho, aí quando digo ok Google ela não atende pela voz! O que eu faço? (Já verifiquei os volumes , já limpei o Google mais mesmo assim nada!)";
"Não consigo ativar o Ok Google sempre aparece erro de rede, mesmo estando em uma rede Wifi";
Não consigo cadastar minha voz! Isso ta muito chato! Meu celular é o j7 pro[.];
"Não consigo cadastrar a minha voz, já tentei de toda forma e só fica na tela dizendo fale ok google! Péssimo";
Não consigo configurar Não disponível para seu idioma ����;
"Não consigo configurar o comando de voz ok google Alguém me ajuda , toda vez que tento da erro na conexão";
Não consigo configurar o Google Voice no meu smartphone;
Nao consigo configurar o ok google;
Não consigo configurar o ok Google no Redmi Note 8;
Não consigo configurar o Voice Match falo Ok Google ‘‘mas’ ’ ele não reconhece e antes eu conseguia normalmente �[.];
Não consigo configurar Ok Google;
Não consigo configurar[.];
não consigo confirmar o Ok Google pra funcionar com a tela bloqueada;
Não consigo defenir a minha voz;
"Não consigo definir um horário para a minha rotina, ele pede para selecionar um auto falante";
Não consigo desabilitar;
Não consigo desbloquear com a voz;
Não consigo desligar;
NAO CONSIGO DIGITAR ETC [.];
Não consigo entra no aplicativo;
Não consigo entrar;
Não consigo entrar;
Não consigo entrar;
"Não consigo entrar fala que tem que ter agulmas coisa no meu dispositivo não consigo em nada só instalar- tem que ter uma atualização urgente para ser disponível para Android 5.1.1 por favor LLC faz essa atualização!!!! ISSO É MUITO IPORTAMTE NÃO SÓ PARA MIM, ‘‘MAS’ ’ TAMBÉM PARA TODOS";
"Não consigo entrar no app de nenhum jeito,sempre fala que está indisponível agora";
Não consigo entrar no app[.];
Não consigo estalar o App;
"Não consigo excluir modelo de voz, nem redefinir, o botão do hey Google não funciona, não consigo ativar";
Não consigo falar com a Google;
Não consigo falar com google tem coisas que eu tem que fazer;
"não consigo fazer a configuração do voice match, na hora de ele fazer o reconhecimento da voz , trava e não prossegue[.]";
"Não consigo fazer a utilização do Voice Match, pois não consegue reconhecer minha voz, fica só no primeiro tópico dizendo Ouvindo";
Não consigo fazer com que o Assistente use o Keep para lista de compras;
"Não consigo fazer ligações pelo comando de voz, diz ainda não consigo fazer chamadas, tanto no app Google nativo , tanto nesse aqui Google assistente";
"Não consigo fazer ligações, o App diz que este serviço não está disponível pro meu dispositivo";
Não consigo fazer o Google ativar pelo comando de voz ok Google;
não consigo fazer o voice match;
"Não consigo fazer o VoiceMatch, é como se eu não falasse Ok, Google";
Não consigo fazer pesquisas usando a opção da câmera;
Não consigo gravar a minha voz pra reconhecer[.];
Não consigo habilitar;
"Não consigo habilitar o comando de desbloqueio por voz através do Ok Google, pois não funciona o reconhecimento de voz dizendo que não é possivel abrir o microfone e pede para tentar novamente em alguns segundos, ‘‘mas’ ’ não dá certo[.]";
Não consigo habilitar os recursos do voice match;
Não consigo instalar no meu Samsung galaxy prime;
Não consigo ligar a chave de comando acessar comando Voice Match[.];
não consigo ligar o Voice match e olha que não é a primeira vez que tenho esse problema!! funciona um ou dois dias e para complementarmente;
Não consigo mais criar rotinas corretamente[.];
Não consigo mais faser funcionar no meu cel;
Não consigo mais fazer ligação e nem mandar mensagem toda vez que falo para ele fazer isso ele sai sozinho;
"Não consigo mais usar meu assistente com a tela desligada, não aparece nas configurações opção de tela desligada, aparece apenas tela ligada e carregando, e também não faz mais ligações por voz, a assistente diz Eu ainda não consigo fazer chamadas, podem me ajudar?";
Não consigo mais usar o assistente do relógio;
Não consigo mudar a voz do google assistente no meu J6 plus;
Não consigo mudar o idioma que esta em alemão;
Não consigo ouvir as notícias atualizadas do globo;
"Não consigo personalizar minhas Rotinas, já sinalizei isto e não tive retorno";
"Não consigo realizar chamadas, enviar mensagens ou outras tarefas simples que peço[.]";
não consigo registrar minha voz entendeu ao ensinar assistência pede para repetir Ok Google três vezes;
Não consigo ter resposta;
"Não consigo usar , pois ele diz que não está disponivel no meu celular , então eu teria que fazer alguns ajustes nele , ‘‘mas’ ’ eu fiz todos os ajustes e nada , não funcionou , espero que me ajudem[.][.][.]";
Não consigo usar a opção ok Google nao salva minha voz[.] �;
Não consigo usar esse app!!! Apenas consigo baixar não utilizar;
Não consigo usar mais fala que o assistente não está disponivel sendo que eu usava a meses atrás;
"Não consigo usar o aplicativo de jeito nenhum pois diz q meu dispositivo não é compatível por favor vêem isso porque nem todo mundo consegue entrar por conta disso, só dá pra instalar e quando abre acontece isso!!! Pra q um anúncio na tv se nem todo mundo pode usar??? Agradeço a atenção[.]";
Não consigo usar o app;
Nao consigo usar os comandos de voz para abrir aplicativos no modo off line;
Não consigo usar pois diz que não funciona para meu idioma já olhei várias vezes e está em português Brasil mais não ativa;
Não consigo usar por voz desde que troquei o celular[.];
não consigo usar tenho O Google Play services eu tenho um Giga livre O meu Android 5.7 por favor queria muito usar o app;
Não consigo usar tenho O Google Play services eu tenho um Giga livre O meu Android 5.7 por favor queria muito usar o app;
"nao consigo usar, pois nao ta indo no indioma portugues nem ne nenhum outro";
"Não consigo utilizar, tem vez que não responde Ok Google, ou não consegue fazer uma simples ação que eu peço como tocar um podcast";
Não conssigo entrar no Google assistente tenho tudo que necessario e ainda não conssigo intalar;
"Não contigo entrar no meu celular, fica parando eu clico pra entrar e ele para sozinho, oq tá acontecendo Google?";
Não corresponde ao que a propaganda mostra;
Não corresponde em áudio;
Não cosegue gravar a voz[.];
"Nao cumpre o que promete prometia ser compatível com meu celular lg k4 LTE Mais nao funcionou de forma alguma,ESSA É A PRIMEIRA VEZ QUE O GOOGLE ME DECEPICIONA!";
Não da mais pra chamar o assistente com o recurso ok Google depois dessa última atualização[.];
"Não dá no meu celular Por isso, Nota 0";
não dá para ativar o Voice match;
Não dá para chamar com o ok Google no one plus 5T usava bastante;
Não dá para entender como o assistente uma hora encontra seu telefone e outra não[.];
Não da para entrar oque eu faço;
Não dá para instalar;
Não dá para instalar a nossa voz;
Não dá para mim entrar nesse site eu fiquei meia hora tentando entrar nessa desgraça sério se você tem 1 Pixel Alcatel Pixel 4 mano eu acho que vai para lá também eu acho que eu sou mais como meu travou eu acho que tem que ver o Alcatel Pixel 4 também vai travar;
Não da para o meu celular olha devem colocar para to dos os celulares em sinão menos pessoas vão gostar que usen si não denuncio;
Não dá para ouvir a mulher falando;
Não dá para utilizar em siste;
não da pra botar em portugues!!!!!!!!!!!!!!!�����;
Não dá pra configurar o comando de voz no meu celular :(;
Não dá pra mim usar.. mesmo abaixando ele no meu celular;
Não dá pra ter em todos os cllrs;
Não dá pra usar fica pedindo pra fazer um monte de coisa no celular não é útil;
Não dá pra usar no moto g1 wtfq fui ver no que preciso pra rodar o app humm... Olha tenho tudo o necessário então porque Google porque não posso usar no moto g1 versão 5.1;
Não dá que chato tô no adroid mais não deu chato;
Não da sequência ao registro;
Não dão suporte em nada;
Não dar pra entrar nesse App orrivel;
Não desbloqueia mais o celular;
Não deu certo;
não deu para usar por isso dei só 1 estrela;
Não disponível para Moto G6 Plus;
Não dou 0 estrelas pq não é possivel;
Não dou mais de 1 estrela;
"Não duvido q não seja bom, ‘‘mas’ ’ não consigo entrar de jeito nenhum, não vai, tentei de diversas formas e inúmeras vezes, ‘‘mas’ ’ insiste em não dar certo";
Não é aceito em qualquer dispositivos Que pena!!;
Não é admissível o Google permitir sua instalação em aparelhos Smartphones[.];
Não e compartivel com meu celular odiei;
Não é compatível;
Não é compatível com meu celular ��;
Não é compatível com o meu motog6 play �;
Não é compatível com os Galaxy S;
Não é compatível vcs podem fazer uma versão alcatel;
Não é mais compatível com o meu celular da pra instalar mais não da pra usar que pena gostava dele;
não é muito bom tem que melhorar fala com ela e ela fala não sei;
não é perfeitamente ‘‘mas’ ’ eu ainda acho que vocês poderiam melhorá-lo ou o Google assistente masculino para que a Google assistente possa ter um acompanhante pelo menos é o que eu acho de resto eu acho que ele é o melhor aplicativo de Google assistente ‘‘mas’ ’ eu ainda acho que vocês devia…;
Não e pra todo celular;
Não é tão bom porque toda hora ele fala uma coisa e responde outro;
não é tão inteligente qto a propaganda sugere;
"Não encontra minha rede wi-fi para reconhecimento de voz nem de rosto, uma falha terrível[.]";
"não encontra nenhum, e por esse motivo não consigo clicar em ok para definir um horário para a minha rotina, pfvr resolvam isso o quando antes, eu gosto muito do app";
"Nao entende metade do que eu falo, e não faz as coisas simples que eu peço como fazer uma ligação";
não entende muita coisa;
"Nao entende nada que eu falo, abre sozinha e nao faz as funções dela direito";
"não entende o que de diz, não tem o modo soletrar, não ter Comando off LINE para deficientes visuais como descrever a tela, reproduzir vídeos, pausar, próximo ícone, anterior, etc";
Não entendo o pq de quando eu clico para abrir o aplicativo ele vai para o Google e não diretamento ao aplicativo baixado horrível;
"NÃO ENTENDO POR QUE NÃO FUNCIONA OFFLINE, JÁ BAIXEI OS PACOTES DE VOZ E NADA";
"Nao entendo,eu possuo todos os quesitos necessarios para fazer o utilizo do app,";
Nao entra fala q ta sem conexao;
Não entra não funciona nada Horrivel;
"Não escuta meu Ok Google, não consigo fazer o reconhecimento de voz, resumindo não funciona no meu J8 [.]";
não esta abrindo eu tenho tudo que precisa para funcionar mais aparece o nome O google assistente não esta disponivel para este dispositivo;
"Não está abrindo no meu celular antes pegava agora até a voz de comando não abre, minha Google não funciona mais no meu aparelho";
Não está abrindo o aplicativo! Espero que resolvam!!;
Não está aceitando os comandados de voz;
Não está ativando minha voz;
Não está ativando no meu j8 sempre da erro no microfone;
"Não está ativando, sempre mostra uma mensagem erro de conexão";
Não está cadastrando a voz;
Nao esta dando pra usar ele ativa sozinho sem minha voz esse app esta um lixo;
Não está disponível nesse aparelho;
Não está disponível no meu celular SAMSUNG pessimo;
Não está disponível no meu despositivo;
Não está disponível no meu dispositivo;
Não esta disponivel no meu dispositivo���;
Não está disponível no meu telefone[.];
Não esta disponível p todos os aparelhos;
Nao está disponível para J7 prime 2! WTF?! Por qual razão? Nem é um aparelho antigo[.];
não está disponível para meu celular!;
Não está disponível para o Galaxy J5 Pro;
"Não está disponível para o meu Android, mesmo ele tendo todos os requisitos pedidos";
"Não está disponível para o meu aparelho, apesar de ser atual";
Não esta disponível para o meu dispositivo;
"Não está disponível para Portugal, tive que fazer 30 por uma linha para o instalar em Portugal só para deixar uma critica aqui! Uso o Android 8.1 com boa memória RAM e nem assim é possível em Portugal! Tristeza !!";
Não está disponível pra versão do meu celular;
"Não está disponível pro meu celular, sendo que meu celular tem tudo que precisa dos requisitos";
Não está disponível pro meu Galaxy j6+ ��;
Não está efetuando reconhecimento de voz no note 8[.];
Não está encontrando minha voz[.];
Nao esta entrando fala que meu dispositivo presisa de algu;
não está entre os piores �;
Não está falando quando falo ok Google;
Não está fazendo alguns cálculos como por exemplo 613 + 500[.];
Não esta funcionando;
Não está funcionando;
Não está funcionando;
Não está funcionando ����;
Nao esta funcionando com comando de voz para enviar mensagem via WhatsApp para uma pessoa com dois nomes ou nome e sobrenome;
"Não está funcionando como funcionava no antigo aparelho... não conta piada, não interage como deveria[.]";
Não está funcionando corretamente quando é chamado!!!;
"não está funcionando corretamente, quando digo ok google ele nao abre!!!!";
Não está funcionando de forma correta no moto g 6 plus[.];
Nao esta funcionando mais e fica bugando nao consigo nem mais ativar;
não está funcionando mais no meu dispositivo;
"Não está funcionando no Alcatel Pixi 4 5 5010e, com 1GB de RAM, me ajudem e os outros também";
Não está funcionando no meu A20;
Não está funcionando no meu cell (moto g5);
"Não esta funcionando no meu celular, Motorola onevision[.]";
"Não está funcionando no meu celular, que tem o Android 9, fica dizendo que não está disponível no meu idioma,";
Não está funcionando no meu cll;
"Não está funcionando no meu J5 Prime, por favor, corrijam!!";
"Não está funcionando no meu j5prime, diz que não é compatível sendo que até um tempo atrás eu usava ele tranquilo[.]";
"Não está funcionando no meu Moto One Vision, realizei todas as configurações corretamente e nada de funcionar, meu microfone está funcionando perfeitamente, não há nada que eu não tenha tentado para solucionar o problema";
Não esta funcionando no meu Motorola One vision;
Não está funcionando no meu Samsung a50;
Não está funcionando no meu sansung a30 fala que o idioma em português não está disponível;
"Não está funcionando no moto G6 play ele diz que o dispositivo não é compatível, (Android 9)";
"Não está funcionando no moto G7, mesmo após ter feito todas as configurações o assistente não responde ao comendo de voz, só funciona se for aberto manualmente";
"Não esta funcionando no Moto One Vison, e sempre que atualiza não resolve o problema, a siri esta bem melhor em termos de avanço tecnológico, sem falar que não esta dando este bug de não ativar que é uma vergonha para uma firma que nem a Google que ainda não conseguiu resolve";
Não está funcionando no Redmi note 8 ��;
"Não está funcionando no Redmi Note 8! Ja vi vários comentários de pessoas com o mesmo problema, de que o comando do Ok Google não pode ser ativado, dizendo que não esta disponivel ! Arrumem isso ai na próxima atualização! �";
Não está funcionando no S9+ Trava todo o celular qndo é aberto[.];
não está funcionando o Google assistente!;
Não está funcionando o ok Google;
Não está funcionando o ok Google no meu xiaomi note 8 lixo de app fala que não está disponível no idioma ‘‘mas’ ’ já troquei resetei o celular e não deu resolve isso aí Google;
não está funcionando perfeitamente;
Não está funcionando[.];
Não está funcionando[.];
Não está funcionando[.];
Não está funcionando[.];
Não está instalando no meu aparelho !;
Não está mais disponível no meu s10+ Gostaria se saber porque;
Não está mais disponível no meu smartphone;
Não está mais funcionando antes funcionava depois fala que eu não tenho o que é preciso eu ja verifiquei a versão do android i e conpativel verifiquei a versão do google e esta na atualização mais recente verifiquei se eu tenho o google play serviços i eu tenho não sei o que ta acontecendo;
não está mais funcionando no meu xiaomi redmi 4x;
não está mais reconhecendo a minha voz[.];
Nao esta pegando a ativacao por comando de voz e nao sou apenas eu que digo isso;
"Não está permitindo habilitar Voice match Depois da última atualização, 10/01/2020";
não está reconhecendo minha voz;
não está respondendo ao comando de ativação ok google;
não esta respondendo ficou ruim a Google assistente nao esta falando;
Nao estou com nitid es na minha tela! Esta tremendo! Obrigada;
não estou conseguindo acessá-lo com o recurso do Voice Match;
Não estou conseguindo acessar;
Não estou conseguindo acessar? sraelmoreira@gmail Com;
Não estou conseguindo ativa meu Google assistente faço todo o procedimentos e não da[.][.][.];
"Não estou conseguindo ativar o comando de voz, manda eu dizer ok Google falo várias vezes e nada acontece";
"Não estou conseguindo ativar o voice mach, quando eu tento cadastrá-la ele pede pra falar Ok Google e não acontece mais nada[.][.][.]";
Não estou conseguindo cadastrar minha voz;
"Não estou conseguindo configurar o acionamento do ok Google! Já tentei várias maneiras, até testei em outros celulares de amigos, no deles funciona corretamente, e no meu está com esse defeito, por favor conserte isso, pois uso muito dessa função";
"Não estou conseguindo configurar o assistente com a minha voz,funcionava normalmente agora simplesmente parou de funcionar,quando tento configurar simplismente fica carregando o novo teste com minha voz ‘‘mas’ ’ não completa[.][.][.]";
Não estou conseguindo configurar o comando de voz;
"Não estou conseguindo configurar o comando de voz, falo ok Google e não grava";
Não estou conseguindo configurar o meu alarme com o Google assistente[.];
Não estou conseguindo desbloquear com a minha voz pf me ajudem;
Não estou conseguindo estudar o aplicativo no meu iPhone 11 pro;
"não estou conseguindo falar mais com ela, não responde meus comandos";
Não estou conseguindo fazer ligações e enviar mensagem[.];
Não estou conseguindo fazer o registro da voz Ok Google;
Não estou conseguindo instalar o aplicativo sempre da erro [.];
"Não estou conseguindo mais usar no meu Samsung, estava funcionando normalmente e agora não mais�";
Não estou conseguindo resposta ao app;
não estou conseguindo retirar isso do neu celular socorro[.];
Não estou conseguindo usar a função de acesso ao dispositivo por reconhecimento de voz;
Não estou conseguindo usar o assistente do Google de jeito nenhum �;
"Não estou conseguindo usar o assistente, o aplicativo para de funcionar e não me exibe nada[.]";
Não estou conseguindo utilizar o comando de voz no Xiaomi Redmi Note 8;
"Não estou entendo isso, eu tenho tudo o que o app precisa e ele não funciona";
"Não estou mais conseguindo registrar a minha voz, o que cês fizeram com a assistente???? Resolvam por favor!";
"Não estou satisfeito,porque antes não era compatível,daí instalei e mandou eu atualizar o Google e o Chrome agora diz que ela não está disponível porque está faltando alguns itens e eu não sei o que é";
Não existe mais um modelo de Google assistente que é compatível com O meu aparelho;
Não fala em português no Nest Hub;
Não faz ligação e nem manda msg por comando de voz[.];
Não faz mais o que fazia;
Não faz todo os comandos que li sobre o Google assistente[.];
Não fica reconhecendo minha voz depois que atualizou para o Android 10 fica dando muito erro convertem isso por favor;
Não foi muito boa mais vou dar 4 estrelas;
Nao fuciona e o meu celular e do android 6[.];
Nao funcion de manwira alguma;
"nao funcion o voice match no motorola one vision, precisa de atualização[.]";
nao funciona;
não funciona;
não funciona;
não funciona;
não funciona;
Não funciona;
não funciona;
Não funciona �;
Nao funciona a configuracao de voz do assistente no zenfone max pro m1;
Não funciona a voz;
nao funciona android 6.0;
Não funciona com o Android Auto;
"Não funciona com o comando de voz, já tentei de tudo";
Não funciona com o google go;
Não funciona com o google go[.];
Nao funciona de jeito nenhum[.];
"Não funciona direito! O assistente por vez se ativa sozinho sem ser chamado, com o OK GOOGLE! Isso é muito irritante, e encomenda muito!";
não funciona e não oferece uma solução;
Não funciona em nenhum Android se vc baixa no 5.0 fala que precisa do 6.0 se vc baixa no 6.0 fala que precisa do 5.0 não recomendo;
"Não funciona em vários aparelhos,e o Google não se prenuncia diante do defeito que ela sabe que o app tem[.]";
Não funciona eu falo ok Google vai pra notícias do Google;
Não funciona lixo;
não funciona mais eu abro ele é aí invés de abrir o Google assistente abre o Google normal;
Nao funciona mais no galaxy s9+;
Não funciona mais no j5 prime tá doido como assim????;
Não funciona mais no meu celular Huawei P8 lite;
"Não funciona mais no meu celular J5, antes funcionava de boa agora quando entro no app aparece seu dispositivo não é compatível com esse app";
